system,eos,pvi,mu_o_min_mPa_s,mu_o_avg_mPa_s,mu_o_max_mPa_s,mu_w_min_mPa_s,mu_w_avg_mPa_s,mu_w_max_mPa_s
lmh,CPA,0.475,1.095291566681283,1.226343641628981,3.724323309756212,0.087442825184667,0.09126679002723997,0.09783916307446121
lmh,CPA,0.4775,1.09501301469608,1.227109635436478,3.724587833293012,0.0874463393354876,0.09128526363489889,0.09784582469719069
lmh,CPA,0.48,1.094717293125641,1.227884029015565,3.724864656961183,0.08745001630928294,0.09130421794808512,0.09785279518113203
lmh,CPA,0.4825,1.0944024798659,1.228668425127486,3.725156404761307,0.08745389082817234,0.09132375089368504,0.09786014046392953
lmh,CPA,0.485,1.0940654437740631,1.22946483504014,3.7254663594261936,0.08745800641408837,0.09134398509912657,0.09786794302078755
lmh,CPA,0.4875,1.0937019717594572,1.230275893523915,3.7257988080656657,0.08746241902354526,0.09136508036452007,0.09787631054542684
lmh,CPA,0.49,1.0933496593922232,1.2311055855820978,3.7261602098897,0.08746721309427537,0.09138727640897219,0.09788540530443979
lmh,CPA,0.4925,1.092947957759296,1.2319580514157709,3.726557146080178,0.08747247718799808,0.09141081207034255,0.09789539249596567
lmh,CPA,0.495,1.09252526266107,1.232832638413496,3.7269881566140843,0.08747819129110188,0.09143561883121971,0.09790623489258835
lmh,CPA,0.4975,1.0920430762242,1.23372752029406,3.727449911347274,0.08748431084345316,0.09146155790241524,0.09791784822605934
lmh,CPA,0.5,1.091473003911326,1.234640237646027,3.727938365823726,0.08749078202705142,0.09148846421479952,0.0979301303071037
lmh,CPA,0.5025,1.090935444616282,1.235577149646333,3.728465007812719,0.08749775737667856,0.09151672395621686,0.09794336942695105
lmh,CPA,0.505,1.090392584255575,1.2365394886923688,3.729031626400434,0.08750525964908035,0.09154638368785299,0.09795760983124814
lmh,CPA,0.5075,1.089774714996214,1.237528998590308,3.729640780014271,0.08751332224448655,0.09157751619460555,0.09797291499166735
lmh,CPA,0.51,1.089153629675615,1.238550289972225,3.7302995958636798,0.08752203914071546,0.09161035535145565,0.09798946298696144
lmh,CPA,0.5125,1.088474893738386,1.239608690486927,3.731016281093079,0.08753151781362153,0.0916451682796801,0.09800745870987347
lmh,CPA,0.515,1.087719049369674,1.240703065317808,3.731788699125253,0.08754188638281352,0.09168185830126281,0.0980268470832965
lmh,CPA,0.5175,1.087552780641025,1.241815569706906,3.732588358802305,0.08756457750207981,0.09171943201943898,0.09804691184947412
lmh,CPA,0.52,1.087928196646154,1.242930968268253,3.7333910598286657,0.08759661681862217,0.09175705700803846,0.09806704537632455
lmh,CPA,0.5225,1.088303117337093,1.244046943863146,3.734193089725633,0.08762857146280022,0.0917946066696614,0.09808715452926177
lmh,CPA,0.525,1.088677552559906,1.245163516463942,3.734994451623713,0.08766044275729291,0.09183208095763806,0.0981072394216995
lmh,CPA,0.5275,1.089051505388605,1.246280706150962,3.735795152372885,0.0876922314445299,0.09186947983395834,0.09812730025995807
lmh,CPA,0.53,1.089424978048092,1.24739853249489,3.7365951981752556,0.08772393822341198,0.09190680326781711,0.09814733723373392
lmh,CPA,0.5325,1.0897979722722249,1.248517014943169,3.737394595285876,0.08775556377620594,0.09194405123214897,0.09816735053368508
lmh,CPA,0.535,1.09017048925989,1.249636172493543,3.738193349781586,0.08778710876152553,0.09198122371657165,0.09818734034563457
lmh,CPA,0.5375,1.0905425296393831,1.250756023281627,3.7389914673666222,0.08781857380878517,0.09201832073047392,0.09820730684572777
lmh,CPA,0.54,1.0909140935501151,1.251876584668208,3.7397889535359496,0.0878499595243524,0.09205534230298144,0.09822725020453285
lmh,CPA,0.5425,1.0912851806280799,1.25299787299747,3.740585813436656,0.08788126648810235,0.09209228848158246,0.09824717058358148
lmh,CPA,0.545,1.091655790058616,1.254119903743195,3.741382051922836,0.08791249525619091,0.09212915933616203,0.09826706813677626
lmh,CPA,0.5475,1.092025920722372,1.255242691918199,3.742177673863649,0.08794364637267058,0.09216595495525015,0.09828694301808098
lmh,CPA,0.55,1.092395571023586,1.2563662516599552,3.742972683659605,0.08797472035299853,0.09220267544521141,0.09830679536945594
lmh,CPA,0.5525,1.0927647390375321,1.2574905966472611,3.7437670855798393,0.08800571769671635,0.09223932091825386,0.09832662532928618
lmh,CPA,0.555,1.0931334226111291,1.2586157406478289,3.744560883986743,0.08803663889587411,0.09227589149030414,0.09834643303801796
lmh,CPA,0.5575,1.093501619237709,1.2597416973432791,3.745354083016969,0.08806748442405461,0.09231238727490156,0.09836621863017206
lmh,CPA,0.56,1.093869326005243,1.260868480484521,3.746146686498919,0.08809825473348043,0.09234880837700893,0.098385982232321
lmh,CPA,0.5625,1.094236539681041,1.261996104456506,3.746938698249747,0.08812895026529116,0.09238515488192332,0.09840572397049092
lmh,CPA,0.565,1.094603256628895,1.26312458436929,3.74773012198677,0.08815957144592981,0.09242142684322463,0.09842544396796779
lmh,CPA,0.5675,1.0949694727068882,1.264253936423307,3.7485209612486847,0.08819011868332227,0.09245762428355143,0.0984451423433329
lmh,CPA,0.57,1.095335183185614,1.265384178227741,3.7493112193986153,0.08822059236594511,0.09249374718840352,0.09846481921055729
lmh,CPA,0.5725,1.0957003826411,1.266515329017733,3.7501008996311143,0.08825099286156667,0.09252979549547077,0.09848447467917221
lmh,CPA,0.575,1.0960650648320218,1.267647409893241,3.750890005015783,0.08828132051672002,0.09256576908560785,0.09850410885537692
lmh,CPA,0.5775,1.09642922251748,1.268780444127237,3.751678538471174,0.08831157565310473,0.0926016677845487,0.09852372184138532
lmh,CPA,0.58,1.096792847262507,1.269914457239929,3.7524665027650927,0.08834175856460978,0.0926374913575891,0.09854331373545434
lmh,CPA,0.5825,1.097155929218548,1.2710494770473002,3.753253900511233,0.08837186951373563,0.09267323950944752,0.09856288463179251
lmh,CPA,0.585,1.097518456888649,1.272185533627892,3.754040734172375,0.08840190872786702,0.0927089118872283,0.09858243462066246
lmh,CPA,0.5875,1.097880416893598,1.273322659130455,3.754827006084075,0.08843187639611508,0.0927445080826313,0.09860196378896749
lmh,CPA,0.59,1.0982417937162081,1.2744608875315941,3.7556127184126353,0.08846177266368695,0.09278002764547796,0.09862147221920832
lmh,CPA,0.5925,1.098602569470337,1.2756002542920242,3.756397873121711,0.08849159762676104,0.09281547010040998,0.09864095998868613
lmh,CPA,0.595,1.0989627237421051,1.276740795774866,3.75718247201118,0.08852135133058982,0.09285083495580686,0.09866042717045485
lmh,CPA,0.5975,1.0993222334779011,1.277882548657766,3.757966516718867,0.08855103376705639,0.09288612172190577,0.09867987383337416
lmh,CPA,0.6,1.0996810729552489,1.279025549300862,3.7587500087162438,0.08858064487322416,0.0929213299321728,0.09869930004202958
lmh,CPA,0.6025,1.100039213866385,1.2801698329400448,3.759532949317188,0.0886101845320463,0.09295645916143891,0.09871870585693616
lmh,CPA,0.605,1.100396625520482,1.281315432930252,3.760315339685956,0.0886396525748666,0.0929915090456533,0.098738091334746
lmh,CPA,0.6075,1.100753275189101,1.2824623799520571,3.761097180863841,0.08866904878698907,0.09302647929895133,0.09875745652892842
lmh,CPA,0.61,1.101109128581079,1.2836107012817681,3.761878473782383,0.08869837291517305,0.09306136973067758,0.09877680149009799
lmh,CPA,0.6125,1.1014641504313532,1.284760420275678,3.762659219242781,0.08872762467646776,0.09309618026844414,0.0987961262655015
